ai1_score,ai2_score,ai1_avg_time,ai2_avg_time
113,87,0.002240350517379495,0.0022385882457375246
97,103,0.002176264400520022,0.0022158306921768274
88,112,0.002218092518186765,0.002251664315209244
99,101,0.002213066271598152,0.002217021495351941
96,104,0.002210519100376154,0.002210165624951189
97,103,0.0022323703693621086,0.0022259060894229566
98,102,0.002215869049786966,0.002202126172177997
102,98,0.002238030008595399,0.0022410840177684212
98,102,0.002214749696325126,0.002226068759668494
88,112,0.002246286687317428,0.0022686409111993665
113,87,0.0022030387732373687,0.002204911266451393
97,103,0.0022252340565009367,0.0022093214669612923
106,94,0.0022234557018598663,0.00220882928672463
108,92,0.0022607781232190666,0.0022265606464205922
105,95,0.0022385266377838806,0.0022316069908168024
118,82,0.0022275120735446336,0.00222748673388267
103,97,0.0022242712432224802,0.002217608362505764
102,98,0.002207660482929872,0.0022047106626296043
99,101,0.0021910898005582605,0.0021983381195316595
87,113,0.002175415546697707,0.0022026827742910792
103,97,0.0021697461175288722,0.002187283796817643
105,95,0.0022049531093288415,0.002186884822201313
97,103,0.002156504529154199,0.0021667172389880497
105,95,0.002174389598352132,0.0021935213080970517
101,99,0.00217272526160741,0.002182604556217854
95,105,0.002182616096044939,0.002182855978712335
107,93,0.0022361578499057446,0.0022325983059526696
107,93,0.0022134591870837743,0.0021947767107451527
99,101,0.0021961646883082,0.002197148102239388
97,103,0.002211972520617113,0.0022287921039467183
103,97,0.002240691865426029,0.0022145381649983607
106,94,0.0022409517527923347,0.002224208709058043
86,114,0.002229441641041039,0.002198176663609188
108,92,0.0022353076537450158,0.0021935442464374676
92,108,0.0022275125036587367,0.002223925647996006
101,99,0.002203095020623566,0.002176535035393084
107,93,0.002242932632484451,0.0022241921325293085
101,99,0.002214641593645595,0.0022168219855721164
101,99,0.002665768984962825,0.002664571930055071
100,100,0.0036924409474063126,0.003731047366743599
108,92,0.0037068587205679676,0.0036530191635619734
98,102,0.0036828092790322157,0.0036602577695850264
104,96,0.0037151889407366122,0.0037088840603034497
106,94,0.00368743475366213,0.0036759027373262777
106,94,0.003648211901421313,0.0036503891141820345
100,100,0.0037103832741995236,0.0036750883544797385
101,99,0.0037134522776688917,0.0037013613943360805
101,99,0.00368605268285388,0.003706857264908613
103,97,0.0036846368984835226,0.003686454178894224
97,103,0.003744739553543052,0.003738801676030296
107,93,0.00367347638018058,0.0036986105100258247
96,104,0.0037562647518392858,0.003755356382147323
108,92,0.003676262242023391,0.00366789721599733
102,98,0.0037179307268665955,0.0037087771631806234
93,107,0.003663927357698839,0.0036989107049984257
96,104,0.003710432875730682,0.0037044556858616597
127,73,0.003751638571143428,0.0036876411055907225
93,107,0.003700427399800824,0.003734420609733534
101,99,0.0037008316634047746,0.00370675441467586
102,98,0.0036967221639743588,0.0036854170986451934
94,106,0.003671632815398444,0.0036802659028708335
104,96,0.0037051304995199858,0.003729488203529248
109,91,0.003696434950653887,0.003695389509710491
95,105,0.0036897331458149536,0.0037165294730024186
103,97,0.0037350627724848334,0.0037140776602538317
96,104,0.003651617886951568,0.0036706462375119204
112,88,0.003705447466501267,0.0036998562416367137
105,95,0.0036808155429113158,0.003701031174554136
102,98,0.0037015900273793595,0.0037018745809724004
95,105,0.0036952738603181086,0.003715823598443397
107,93,0.0036728388210461875,0.0036689348358374375
89,111,0.0037036432045415655,0.003730525739543088
102,98,0.0037314856659560213,0.0037074495452082057
96,104,0.003662176181849529,0.003688808007534845
104,96,0.003711164052901383,0.0036877011628973456
101,99,0.0036957413250577743,0.0037096571951677833
102,98,0.0036805004189898083,0.003670398953864995
102,98,0.0036874297590853305,0.0036812991661069553
104,96,0.003702772917493703,0.0036461823879051503
101,99,0.003722136141212763,0.0037082659641994274
98,102,0.0036957659751940997,0.003726421617868804
102,98,0.0037024376970282774,0.0037080323826738726
103,97,0.00371120983834589,0.0037145244100803354
102,98,0.0037060279737819325,0.003737496823929221
108,92,0.0036708064643838374,0.003664238001466896
95,105,0.003688610312173602,0.00370065192632292
102,98,0.0036785204639404644,0.003662503941677852
102,98,0.0037404090855293363,0.0037149199624545355
102,98,0.0036704606425684103,0.003669186761560788
99,101,0.003647533572914995,0.003664464526798897
98,102,0.0036917108530764814,0.0036976360807885657
93,107,0.003686079481774369,0.003692110676653762
105,95,0.003719751428844582,0.0036691800663891743
100,100,0.003738479482034611,0.0037340656366566865
99,101,0.003694068055469673,0.0037039729796605548
105,95,0.003668896531215822,0.003676577353718305
97,103,0.0036800951794218255,0.00368318257694147
104,96,0.0036993158227635985,0.0036996180473176893
93,107,0.003683814904397091,0.003689712582655786
93,107,0.0036603903825559074,0.0037262307855169628
